#networks:5
#directed:0
--0--
1	10	0.27058
1	15	0.20353
2	100	0.12123
2	110	0.081502
3	171	0.046042
3	22	0.088579
4	11	0.083212
4	19	0.18913
5	405	0.037892
5	42	0.11116
6	19	0.13073
6	26	0.1234
7	13	0.11474
7	35	0.28832
8	11	0.091389
8	15	0.17516
9	43	0.060044
9	55	0.078122
10	1	0.27058
10	15	0.21394
11	15	0.090276
11	4	0.083212
12	100	0.12826
12	2	0.08437
13	35	0.090405
13	43	0.11395
14	26	0.10296
14	55	0.10341
15	1	0.20353
15	10	0.21394
16	138	0.048927
16	25	0.18983
17	1	0.22938
17	10	0.21349
18	23	0.18989
18	55	0.09379
19	23	0.14234
19	4	0.18913
20	102	0.051922
20	119	0.048934
21	338	0.079531
21	36	0.20454
22	163	0.076021
22	166	0.079565
23	18	0.18989
23	19	0.14234
24	1	0.18105
24	17	0.18571
25	16	0.18983
25	332	0.083519
26	14	0.10296
26	30	0.1238
27	171	0.057213
27	23	0.076346
28	39	0.10401
28	44	0.075904
29	163	0.069208
29	191	0.061811
30	26	0.1238
30	55	0.10653
31	187	0.067326
31	597	0.054516
32	141	0.12101
32	2	0.11537
33	122	0.063058
33	161	0.045247
34	163	0.10034
34	177	0.1024
35	13	0.090405
35	43	0.15152
36	21	0.20454
36	27	0.067822
37	17	0.10409
37	2	0.0895
38	2	0.069071
38	25	0.075724
39	28	0.10401
39	55	0.11044
40	21	0.37682
40	27	0.077484
41	132	0.069938
41	162	0.078946
42	26	0.069358
42	4	0.099319
43	13	0.11395
43	191	0.17807
44	28	0.075904
44	48	0.25423
45	26	0.073012
45	73	0.48322
46	16	0.053949
46	21	0.11626
47	13	0.16484
47	35	0.16976
48	179	0.056098
48	28	0.09527
49	21	0.10339
49	40	0.080901
50	1	0.10014
50	34	0.099652
51	1	0.19314
51	10	0.20166
52	1	0.25178
52	10	0.26592
53	163	0.10123
53	270	0.058145
54	21	0.13559
54	40	0.16184
55	108	0.083162
55	115	0.08093
56	162	0.067014
56	163	0.069615
57	103	0.078952
57	501	0.074069
58	19	0.094528
58	234	0.032734
59	11	0.067348
59	141	0.072737
60	1	0.16769
60	10	0.18282
61	149	0.056914
61	212	0.059308
62	100	0.10762
62	110	0.091182
63	152	0.074403
63	186	0.050461
64	28	0.081325
64	526	0.065518
65	1	0.15417
65	10	0.20193
66	28	0.15554
66	39	0.11958
67	131	0.087424
67	18	0.26151
68	1	0.0816
68	100	0.096403
69	141	0.064098
69	30	0.073822
70	141	0.087413
70	163	0.082858
71	1	0.3991
71	15	0.16667
72	1	0.19858
72	10	0.22912
73	19	0.10656
73	31	0.077459
74	1	0.69112
74	10	0.20418
75	10	0.23137
75	17	0.17201
76	11	0.083705
76	171	0.048939
77	14	0.0888
77	25	0.10144
78	14	0.09374
78	26	0.16229
79	22	0.071592
79	28	0.16998
80	18	0.086053
80	25	0.083284
81	14	0.08953
81	21	0.21154
82	16	0.04679
82	19	0.12892
83	196	0.071403
83	329	0.07414
84	21	0.27056
84	36	0.17519
85	1	0.22134
85	10	0.1995
86	19	0.10144
86	22	0.10266
87	26	0.10059
87	30	0.09452
88	13	0.11092
88	171	0.045007
89	177	0.087547
89	26	0.074577
90	247	0.047512
90	282	0.04613
91	10	0.12498
91	2	0.19221
92	49	0.18401
92	55	0.058703
93	1	0.1796
93	10	0.19374
94	3	0.11643
94	36	0.12901
95	23	0.11491
95	27	0.077006
96	128	0.075384
96	163	0.13002
97	100	0.089428
97	108	0.096085
98	175	0.058836
98	26	0.066826
99	21	0.16089
99	36	0.16564
100	12	0.12826
100	2	0.12123
101	102	0.30694
101	103	0.14206
102	101	0.30694
102	103	0.13468
103	101	0.14206
103	102	0.13468
104	139	0.16717
104	146	0.17089
105	163	0.10997
105	193	0.083898
106	103	0.061604
106	157	0.059114
107	135	0.055311
107	493	0.048991
108	111	0.060001
108	163	0.27207
109	114	0.10783
109	127	0.080516
110	121	0.09893
110	163	0.085666
111	108	0.060001
111	375	0.063863
112	119	0.091771
112	147	0.13546
113	115	0.084353
113	125	0.083862
114	109	0.10783
114	127	0.21378
115	113	0.084353
115	117	0.087492
116	147	0.46818
116	170	0.12674
117	115	0.087492
117	118	0.59424
118	117	0.59424
118	123	0.19588
119	102	0.08878
119	112	0.091771
120	148	0.083647
120	154	0.092148
121	110	0.09893
121	130	0.19673
122	161	0.048816
122	163	0.049341
123	117	0.19308
123	118	0.19588
124	163	0.1138
124	172	0.094941
125	113	0.083862
125	115	0.75443
126	137	0.078099
126	150	0.069717
127	109	0.080516
127	114	0.21378
128	129	0.08418
128	136	0.11255
129	128	0.08418
129	136	0.080054
130	121	0.19673
130	145	0.45241
131	133	0.079355
131	147	0.11184
132	139	0.44101
132	153	0.11481
133	103	0.10765
133	109	0.070262
134	189	0.43371
134	197	0.057903
135	107	0.055311
135	119	0.082619
136	128	0.11255
136	129	0.080054
137	114	0.065981
137	126	0.078099
138	129	0.19971
138	136	0.10532
139	104	0.16717
139	132	0.44101
140	101	0.13754
140	102	0.16566
141	158	0.11476
141	163	0.16559
142	121	0.17746
142	140	0.10429
143	101	0.072059
143	102	0.069042
144	136	0.094208
144	155	0.15518
145	121	0.20405
145	130	0.45241
146	104	0.17089
146	137	0.06938
147	112	0.13546
147	116	0.46818
148	120	0.083647
148	123	0.096265
149	112	0.064597
149	118	0.098449
150	114	0.10625
150	126	0.069717
151	126	0.067233
151	146	0.069224
152	121	0.14145
152	130	0.092541
153	132	0.11481
153	139	0.10411
154	117	0.16673
154	120	0.092148
155	128	0.12501
155	135	0.073763
156	126	0.071946
156	142	0.24216
157	106	0.059114
157	115	0.13399
158	141	0.11476
158	142	0.095941
159	118	0.08658
159	154	0.075206
160	117	0.080691
160	150	0.19486
161	122	0.048816
161	132	0.074134
162	151	0.17835
162	41	0.078946
163	101	0.15552
163	102	0.12614
164	114	0.08816
164	126	0.078636
165	121	0.44886
165	142	0.1966
166	22	0.079565
166	221	0.045981
167	136	0.15442
167	138	0.36664
168	117	0.075358
168	154	0.10175
169	106	0.31714
169	108	0.075068
170	116	0.12674
170	142	0.13287
171	27	0.057213
171	3	0.046042
172	103	0.27086
172	106	0.068527
173	121	0.21914
173	130	0.38816
174	116	0.13407
174	139	0.10547
175	114	0.15499
175	127	0.09868
176	114	0.098611
176	127	0.34856
177	131	0.080885
177	132	0.074811
178	112	0.14265
178	116	0.30013
179	114	0.12359
179	120	0.10421
180	103	0.099561
180	135	0.19239
181	104	0.18241
181	128	0.18335
182	104	0.12812
182	117	0.31084
183	109	0.10171
183	114	0.17778
184	136	0.10462
184	144	0.10145
185	133	0.052636
185	173	0.048784
186	368	0.043236
186	395	0.065959
187	104	0.19347
187	136	0.22693
188	104	0.17068
188	128	0.15433
189	134	0.43371
189	179	0.11005
190	156	0.05385
190	199	0.063056
191	117	0.096203
191	123	0.086583
192	150	0.20398
192	160	0.2258
193	105	0.083898
193	109	0.091156
194	102	0.091369
194	112	0.068945
195	102	0.054969
195	153	0.18753
196	163	0.068692
196	176	0.18771
197	101	0.11885
197	102	0.12934
198	120	0.20425
198	163	0.12614
199	142	0.13407
199	190	0.063056
200	116	0.14852
200	119	0.08668
201	232	0.38643
201	265	0.071735
202	209	0.080706
202	217	0.088916
203	361	0.039606
203	373	0.048831
204	208	0.075679
204	230	0.079927
205	221	0.039493
205	229	0.12678
206	227	0.080503
206	229	0.12551
207	228	0.1065
207	232	0.078008
208	204	0.075679
208	210	0.074889
209	202	0.080706
209	217	0.07728
210	208	0.074889
210	218	0.12638
211	216	0.11698
211	244	0.28103
212	120	0.070417
212	159	0.09463
213	223	0.050034
213	224	0.057523
214	190	0.060129
214	244	0.25917
215	101	0.039676
215	163	0.045833
216	211	0.11698
216	244	0.097558
217	202	0.088916
217	209	0.07728
218	210	0.12638
218	231	0.10655
219	251	0.09922
219	268	0.077584
220	270	0.085353
220	351	0.14436
221	166	0.045981
221	205	0.039493
222	246	0.064542
222	266	0.073286
223	199	0.071072
223	213	0.050034
224	213	0.057523
224	232	0.079679
225	208	0.072249
225	259	0.063521
226	285	0.074891
226	368	0.11385
227	206	0.080503
227	237	0.093385
228	207	0.1065
228	242	0.071328
229	205	0.12678
229	206	0.12551
230	204	0.079927
230	223	0.06867
231	218	0.10655
231	250	0.081784
232	201	0.38643
232	205	0.10239
233	239	0.087735
233	285	0.13014
234	271	0.030213
234	300	0.032147
235	217	0.07074
235	230	0.06735
236	229	0.083779
236	278	0.099324
237	205	0.12322
237	206	0.11844
238	237	0.076988
238	264	0.064307
239	233	0.087735
239	262	0.063802
240	244	0.059416
240	294	0.13405
241	205	0.076511
241	217	0.074716
242	207	0.10395
242	228	0.071328
243	242	0.078473
243	284	0.085361
244	211	0.28103
244	214	0.25917
245	211	0.077411
245	248	0.10347
246	222	0.064542
246	266	0.078107
247	208	0.1179
247	229	0.076499
248	134	0.066794
248	245	0.10347
249	204	0.08218
249	208	0.20255
250	223	0.098529
250	231	0.081784
251	219	0.09922
251	229	0.08174
252	163	0.078923
252	211	0.41135
253	229	0.070491
253	274	0.067236
254	217	0.079862
254	221	0.093321
255	290	0.068523
255	355	0.070745
256	206	0.076476
256	237	0.162
257	204	0.079507
257	229	0.088346
258	249	0.10495
258	268	0.15973
259	211	0.1776
259	225	0.063521
260	285	0.086593
260	292	0.16033
261	209	0.098643
261	212	0.070375
262	207	0.066784
262	239	0.063802
263	245	0.12251
263	248	0.076272
264	165	0.064098
264	238	0.064307
265	201	0.071735
265	259	0.084942
266	208	0.083491
266	217	0.096979
267	202	0.023285
267	235	0.027285
268	219	0.077584
268	223	0.094367
269	284	0.098963
269	298	0.20209
270	201	0.064837
270	220	0.085353
271	234	0.030213
271	268	0.042902
272	217	0.097246
272	241	0.0786
273	279	0.094793
273	297	0.071262
274	207	0.086529
274	229	0.12111
275	207	0.075574
275	300	0.057264
276	40	0.05661
276	487	0.05156
277	201	0.19652
277	229	0.05614
278	217	0.089565
278	236	0.099324
279	266	0.16668
279	273	0.094793
280	206	0.14111
280	210	0.09571
281	199	0.060948
281	329	0.067192
282	208	0.11687
282	229	0.074616
283	208	0.057193
283	216	0.28086
284	227	0.082878
284	229	0.10665
285	226	0.074891
